AGEP,SEX,SCHL,MAR,OCCP,WKHP,COW,CIT,RAC1P,DIS,HICOV,NATIVITY,income_label
64,1,21,1,3421,40,3,1,1,2,1,1,1
41,2,19,1,705,40,1,1,3,2,1,1,1
44,1,19,1,1551,40,1,1,1,2,1,1,1
68,2,23,1,410,50,7,5,1,2,1,2,1
23,2,20,5,4040,30,1,1,1,2,1,1,0
37,1,16,4,4120,40,1,1,1,2,1,1,0
5,1,2,5,4120,40,1,1,1,2,1,1,0
74,1,19,3,4120,40,1,1,1,1,1,1,0
17,1,13,5,4120,40,1,1,1,2,1,1,0
10,1,7,5,4120,40,1,1,1,2,1,1,0
52,1,17,1,7210,30,6,1,1,2,1,1,1
14,1,12,5,4120,40,1,1,8,2,1,1,0
35,1,16,1,4120,40,1,5,1,2,1,2,0
22,1,16,5,9920,40,9,1,1,2,1,1,0
32,2,13,1,4622,40,1,1,1,2,1,1,0
12,1,10,5,4120,40,1,1,1,2,1,1,0
74,1,22,1,4120,40,1,1,1,2,1,1,1
35,2,23,3,3090,55,1,5,6,2,1,2,1
30,1,21,1,360,40,4,1,1,2,1,1,1
61,1,1,1,9620,40,1,4,8,2,2,2,1
30,2,24,5,1760,40,1,5,1,2,1,2,1
74,1,21,1,4120,40,1,1,1,2,1,1,1
47,2,11,1,4120,40,1,5,1,1,1,2,0
25,2,16,5,7330,40,1,1,1,2,1,1,0
74,1,21,1,4120,40,1,1,1,2,1,1,0
72,1,23,1,4435,40,1,1,1,1,1,1,0
18,1,16,5,4120,40,1,1,1,2,1,1,0
40,2,19,1,4120,40,1,1,1,2,1,1,0
16,2,13,5,3960,40,3,1,1,2,1,1,0
6,2,4,5,4120,40,1,1,1,2,1,1,0
43,1,19,5,5240,40,1,1,1,2,1,1,0
57,1,16,1,705,55,1,4,1,2,1,2,1
6,1,3,5,4120,40,1,1,1,2,1,1,0
57,1,22,1,9920,40,9,5,6,2,1,2,0
83,2,9,2,4120,40,1,4,2,1,1,2,0
26,1,21,5,3930,40,1,5,9,2,1,2,0
26,2,21,1,2310,40,3,1,8,2,1,1,1
4,2,1,5,4120,40,1,1,8,2,1,1,0
29,2,21,1,2640,60,1,1,9,1,1,1,1
63,2,20,1,3255,30,1,1,1,2,1,1,0
81,1,16,1,4120,40,1,1,1,1,1,1,0
17,2,13,5,4710,4,6,1,1,2,1,1,0
66,2,22,3,4120,40,1,4,1,1,1,2,0
49,2,20,1,3160,50,1,5,1,2,1,2,0
18,2,16,5,4120,40,1,1,1,2,1,1,0
76,2,16,5,4120,40,1,1,1,1,1,1,0
58,1,21,1,220,40,1,1,3,1,1,1,0
52,2,18,1,4120,40,1,4,1,2,1,2,0
53,2,14,3,4120,40,1,1,1,1,1,1,0
87,2,18,1,4120,40,1,1,1,2,1,1,0
59,1,21,1,4700,40,1,1,1,2,1,1,1
43,2,24,1,850,45,1,1,1,2,1,1,1
15,1,12,5,4120,40,1,1,1,2,1,1,0
41,2,19,1,120,45,1,1,1,2,1,1,1
50,2,16,5,3602,40,1,1,3,2,1,1,0
7,2,6,5,4120,40,1,1,3,2,1,1,0
1,1,18,5,4120,40,1,1,3,2,1,1,0
36,1,21,1,4840,45,1,1,1,2,1,1,1
4,1,1,5,4120,40,1,1,1,2,1,1,0
77,1,21,2,4120,40,1,1,1,2,1,1,0
52,2,14,2,4120,40,1,1,1,1,1,1,0
66,2,21,1,4120,40,1,1,1,2,1,1,1
3,2,1,5,4120,40,1,1,1,2,2,1,0
58,2,18,1,4120,40,1,5,1,2,1,2,0
42,2,16,5,4120,40,1,1,1,2,1,1,0
33,1,22,1,2025,60,2,1,9,2,1,1,1
33,1,18,1,6240,50,1,1,1,2,1,1,1
64,1,18,3,4120,40,1,1,1,1,1,1,1
47,2,21,1,1050,40,1,1,3,2,1,1,1
75,2,21,1,4120,40,1,1,1,2,1,1,0
66,1,18,2,9130,85,1,1,2,1,1,1,0
10,2,7,5,4120,40,1,1,1,2,1,1,0
40,2,9,5,4230,25,6,5,1,2,2,2,0
41,2,16,1,4120,40,1,1,1,1,1,1,0
8,1,4,5,4120,40,1,1,1,2,1,1,0
9,2,5,5,4120,40,1,1,1,2,2,1,0
76,1,20,1,4700,40,8,1,1,1,1,1,1
82,1,16,1,4120,40,1,1,1,1,1,1,0
49,1,16,1,6410,38,1,1,1,2,1,1,0
32,2,21,1,440,40,5,1,1,2,1,1,0
48,1,21,1,4710,40,1,5,1,2,1,2,1
23,1,20,1,3323,40,1,1,3,2,1,1,1
17,2,13,5,4120,40,1,1,1,2,1,1,0
15,1,11,5,4120,40,1,1,1,2,1,1,0
93,1,19,3,4120,40,1,1,1,1,1,1,0
63,1,19,1,4120,40,1,1,1,2,1,1,1
40,1,19,1,3740,56,4,1,1,2,1,1,0
56,1,15,3,9130,60,7,1,1,2,2,1,0
66,2,16,5,2635,40,7,1,1,2,1,1,0
5,1,2,5,4120,40,1,1,1,2,1,1,0
22,1,16,5,4760,40,1,5,8,2,2,2,0
26,1,21,5,800,60,1,1,1,2,1,1,0
28,2,21,5,3630,20,6,1,1,2,2,1,0
14,1,11,5,4120,40,1,1,1,2,1,1,0
58,2,14,2,4120,40,1,1,1,1,1,1,0
20,1,12,5,4120,40,1,1,1,2,2,1,0
61,1,20,1,7315,50,1,1,1,2,1,1,1
2,1,18,5,4120,40,1,1,1,2,1,1,0
55,2,19,3,4600,40,1,4,1,2,1,2,0
11,2,6,5,4120,40,1,1,3,2,1,1,0
10,1,7,5,4120,40,1,1,3,2,1,1,0
7,1,5,5,4120,40,1,1,1,2,1,1,0
5,2,1,5,4120,40,1,1,3,2,1,1,0
8,1,5,5,4120,40,1,1,1,1,1,1,0
27,1,21,5,2320,60,4,1,1,2,1,1,0
81,1,19,3,4120,40,1,1,1,1,1,1,0
83,1,15,1,4120,40,1,1,1,2,1,1,0
65,1,21,5,726,40,2,1,1,2,1,1,0
14,2,11,5,4120,40,1,5,2,2,1,2,0
55,2,22,3,4120,40,1,1,1,1,1,1,0
32,2,21,1,4760,50,1,1,9,2,1,1,1
26,2,18,1,5840,40,1,1,1,2,1,1,0
44,2,20,1,4120,40,1,1,1,2,1,1,0
54,1,20,1,3740,56,3,1,1,2,1,1,1
6,2,3,5,4120,40,1,1,1,2,1,1,0
62,2,20,5,4120,40,1,1,1,2,1,1,0
36,2,19,5,3500,24,1,1,1,2,1,1,0
50,2,19,2,3602,32,6,4,1,2,2,2,0
43,2,21,1,4120,40,1,1,1,2,1,1,0
60,1,19,1,6305,40,3,1,1,2,1,1,0
24,2,21,5,540,40,1,1,1,2,1,1,0
42,1,22,1,8320,40,1,5,8,2,1,2,0
70,2,16,3,4120,40,1,1,1,2,1,1,1
43,2,16,3,5820,40,1,1,1,2,2,1,0
23,2,16,5,9130,40,1,1,1,2,1,1,0
48,2,21,1,2634,35,6,1,1,2,1,1,1
67,2,16,1,4120,40,1,1,1,2,1,1,0
9,2,1,5,4120,40,1,1,1,2,1,1,0
36,2,20,1,3649,40,1,1,1,2,1,1,0
75,2,19,1,4120,40,1,1,1,2,1,1,0
53,2,19,1,5400,40,1,1,1,2,2,1,0
56,2,14,1,4120,40,1,1,3,1,1,1,0
47,2,19,1,520,20,1,1,1,2,1,1,0
76,2,16,3,4120,40,1,1,1,1,1,1,0
85,2,23,2,4120,40,1,1,1,1,1,1,0
75,2,21,3,4700,20,1,1,1,2,1,1,0
72,2,13,2,4120,40,1,1,1,1,1,1,0
42,2,22,1,3258,40,1,4,8,2,1,2,1
15,2,11,5,4120,40,1,1,1,2,1,1,0
29,2,16,3,8990,12,2,1,9,1,1,1,0
9,1,6,5,4120,40,1,1,1,2,1,1,0
3,2,1,5,4120,40,1,1,1,2,1,1,0
41,2,20,1,3520,25,1,4,6,2,1,2,0
48,2,22,1,2320,45,4,1,1,2,1,1,1
72,2,19,2,4120,40,1,1,1,2,1,1,0
72,2,16,1,4120,40,1,1,1,2,1,1,0
46,2,18,5,4120,40,1,1,1,1,1,1,0
83,1,1,1,4120,40,1,4,6,2,1,2,0
31,2,17,5,5240,30,1,4,6,2,1,2,0
31,1,20,1,7030,40,5,1,1,2,1,1,1
12,2,9,5,4120,40,1,1,1,2,1,1,0
46,2,18,3,4120,40,1,1,1,1,1,1,0
25,1,18,5,9620,24,1,1,1,1,1,1,0
20,1,19,5,4110,25,1,1,8,2,1,1,0
38,1,20,5,1530,40,1,1,1,2,2,1,1
69,2,21,3,800,35,1,1,1,2,1,1,0
57,1,22,1,6260,10,8,1,1,2,1,1,0
10,1,7,5,4120,40,1,1,1,2,1,1,0
22,2,18,5,4220,40,1,1,1,2,1,1,0
65,2,21,1,4120,40,1,1,1,2,1,1,0
57,1,19,5,4120,40,1,1,1,1,1,1,0
43,1,19,1,6442,40,1,1,1,2,2,1,0
63,2,16,1,4510,40,6,1,1,2,1,1,0
10,1,8,5,4120,40,1,1,1,2,1,1,0
66,2,21,1,4120,40,1,1,1,2,1,1,0
9,1,7,5,4120,40,1,1,1,2,1,1,0
44,2,21,1,150,40,1,1,1,2,1,1,1
85,1,19,3,4120,40,1,1,1,2,1,1,1
35,2,20,1,4120,40,1,1,1,2,2,1,0
22,1,14,5,4760,90,1,1,1,2,2,1,0
65,2,21,1,4120,40,1,1,1,2,1,1,0
45,2,11,5,5820,40,1,1,2,1,1,1,0
41,1,21,1,1430,60,1,1,1,2,1,1,0
29,1,16,5,6530,40,1,1,3,2,2,1,0
50,1,21,1,2710,99,1,1,1,1,1,1,1
59,2,18,1,5000,40,3,4,1,2,1,2,0
68,2,16,2,9920,40,9,4,8,1,1,2,0
44,2,16,5,5240,40,1,3,2,2,2,1,0
76,2,16,1,4120,40,1,1,1,2,1,1,0
62,2,21,1,5820,40,3,1,1,1,1,1,0
5,2,2,5,4120,40,1,3,1,2,1,1,0
78,1,21,1,4120,40,1,1,1,2,1,1,0
76,1,20,1,4120,40,1,1,1,1,1,1,1
67,1,22,1,2205,40,3,1,1,2,1,1,1
35,2,19,1,5810,20,7,1,1,2,1,1,0
59,1,24,1,3250,40,7,1,1,2,1,1,1
54,2,21,1,4010,15,1,1,1,2,1,1,0
45,2,16,1,4230,40,1,5,1,2,2,2,0
15,1,13,5,4120,40,1,1,1,2,1,1,0
41,1,14,5,4120,40,1,1,3,2,1,1,0
60,2,11,1,3602,24,6,4,1,2,1,2,0
38,1,21,1,1021,40,1,1,1,2,1,1,1
1,2,18,5,4120,40,1,1,1,2,1,1,0
34,2,16,5,4120,40,1,1,3,2,2,1,0
25,2,20,5,4110,48,1,5,6,2,1,2,0
33,1,14,1,6260,40,1,1,1,2,1,1,0
63,2,21,1,3602,12,6,1,1,2,1,1,0
46,2,21,1,350,50,2,1,1,2,1,1,1
20,2,20,5,5240,20,1,1,1,2,1,1,0
21,1,20,5,4760,20,1,1,1,2,1,1,0
25,2,16,5,5300,40,1,1,1,2,1,1,0
25,1,16,1,4030,15,1,1,1,2,1,1,0
48,2,13,1,8320,40,1,5,1,2,2,2,1
58,2,11,1,5610,40,1,1,1,1,1,1,0
53,2,21,5,4120,40,1,1,1,1,1,1,0
54,1,19,1,2805,50,1,1,1,2,1,1,1
71,2,16,1,4120,40,1,1,1,1,1,1,0
13,1,10,5,4120,40,1,1,1,2,1,1,0
77,1,20,1,4120,40,1,1,1,1,1,1,1
87,1,11,1,4120,40,1,1,1,1,1,1,0
44,1,21,5,4810,50,1,1,6,2,1,1,1
13,1,10,5,4120,40,1,2,7,2,1,1,0
16,1,14,5,4120,40,1,1,1,2,1,1,0
65,1,16,1,4850,40,1,1,1,2,1,1,0
21,2,19,5,4600,25,6,1,1,2,1,1,0
53,2,19,1,3602,17,3,4,1,2,1,2,0
27,1,16,1,5240,40,1,1,1,2,1,1,0
14,1,10,5,4120,40,1,1,1,2,1,1,0
11,2,8,5,4120,40,1,1,1,2,1,1,0
60,2,16,1,8225,40,1,4,6,2,1,2,0
71,2,16,1,4120,40,1,1,1,2,1,1,0
71,2,16,1,4920,60,7,5,1,1,1,2,1
38,2,16,5,5740,40,3,1,3,2,1,1,0
16,1,13,5,4120,40,1,1,1,2,1,1,0
42,1,19,1,140,50,1,1,1,2,1,1,1
61,2,21,4,4120,40,1,1,1,2,2,1,0
42,1,21,1,5521,70,3,1,1,2,1,1,1
6,2,3,5,4120,40,1,1,1,2,1,1,0
16,2,13,5,5240,10,1,1,1,2,1,1,0
20,1,14,5,4760,40,1,1,8,2,1,1,0
39,1,19,1,6355,40,1,1,1,2,1,1,1
17,1,13,5,4055,30,1,1,3,2,1,1,0
38,2,14,3,4120,40,1,1,3,2,1,1,0
32,2,19,5,4700,40,1,1,1,2,1,1,0
57,2,16,1,4200,40,1,1,1,2,1,1,0
84,1,17,1,4120,40,1,1,1,1,1,1,0
11,1,7,5,4120,40,1,1,1,2,1,1,0
13,2,10,5,4120,40,1,1,1,2,2,1,0
58,2,19,2,2145,30,1,1,1,2,1,1,0
66,1,19,3,4120,40,1,1,1,2,1,1,0
8,1,4,5,4120,40,1,1,1,2,1,1,0
66,2,21,3,4000,40,1,4,1,2,1,2,0
11,1,7,5,4120,40,1,1,1,2,1,1,0
69,2,17,1,4120,40,1,1,1,2,1,1,0
30,2,21,5,2310,40,3,1,1,2,1,1,0
1,1,18,5,4120,40,1,1,1,2,1,1,0
89,1,19,2,4120,40,1,1,1,2,1,1,1
62,1,16,1,4120,40,1,1,1,2,1,1,0
72,2,16,1,4120,40,1,1,1,2,1,1,0
23,1,18,5,1430,45,1,1,1,2,2,1,0
65,2,19,1,9050,28,1,1,1,2,1,1,1
80,2,18,1,4920,2,6,1,1,2,1,1,0
13,2,10,5,4120,40,1,1,1,2,1,1,0
10,1,7,5,4120,40,1,1,1,2,1,1,0
62,2,21,1,4120,40,1,1,1,2,1,1,0
45,2,16,3,7840,40,1,1,1,2,1,1,0
33,2,22,1,2310,65,2,1,1,2,1,1,0
29,2,16,5,4840,20,1,1,1,2,1,1,0
80,1,18,3,4120,40,1,1,1,1,1,1,0
55,1,17,1,4710,40,1,1,1,2,1,1,1
69,1,21,1,9141,4,1,1,1,2,1,1,0
75,1,19,2,4120,40,1,1,1,2,1,1,0
58,2,21,1,4800,40,1,1,1,2,1,1,0
21,2,19,5,4720,30,1,5,1,2,1,2,0
33,1,24,1,3090,65,1,4,1,2,1,2,1
63,2,19,3,5740,40,7,1,1,2,1,1,0
80,2,20,2,4120,40,1,1,1,2,1,1,0
55,2,15,1,5350,40,6,1,1,2,2,1,0
43,1,22,1,1360,45,1,1,1,2,1,1,1
41,1,21,1,110,40,1,4,6,2,1,2,1
30,1,21,5,4621,40,1,1,9,2,1,1,0
64,2,19,3,735,40,1,1,1,2,1,1,0
67,2,17,3,4120,40,1,1,1,1,1,1,0
8,1,4,5,4120,40,1,1,1,2,1,1,0
2,2,18,5,4120,40,1,1,1,2,1,1,0
33,1,19,5,220,55,1,1,1,2,1,1,1
8,1,4,5,4120,40,1,1,1,2,1,1,0
28,2,20,5,3245,35,1,1,1,2,1,1,0
52,1,13,1,9620,48,1,1,1,1,1,1,0
70,1,20,1,4760,20,1,1,1,2,1,1,0
34,1,16,1,1555,50,1,1,1,2,1,1,1
7,2,4,5,4120,40,1,1,2,2,1,1,0
51,1,19,1,3500,48,1,1,1,2,1,1,1
33,1,19,1,4710,50,1,1,1,2,1,1,1
35,2,20,1,4120,40,1,1,1,2,1,1,0
55,1,21,1,1530,40,3,1,1,2,1,1,1
69,2,21,1,4120,40,1,1,1,2,1,1,0
16,1,14,5,4130,8,1,1,1,2,1,1,0
20,2,19,5,4120,40,1,1,6,2,1,1,0
5,2,3,5,4120,40,1,1,1,2,1,1,0
70,2,22,1,4120,40,1,1,1,2,1,1,1
67,1,20,1,4810,15,6,1,1,2,1,1,0
38,2,16,1,5400,40,1,1,3,1,1,1,0
21,2,16,5,4720,40,1,1,3,2,1,1,0
65,2,18,1,5120,8,1,1,1,2,1,1,0
79,2,22,5,4120,40,1,1,1,1,1,1,0
25,1,19,5,310,35,1,1,8,2,1,1,1
75,1,16,2,4120,40,1,1,1,2,1,1,1
56,2,17,1,5240,55,1,1,1,1,1,1,0
56,2,21,1,4120,40,1,1,1,2,1,1,0
68,1,19,1,6260,40,1,1,1,2,1,1,1
80,1,1,1,4120,40,1,1,1,2,1,1,0
82,1,21,1,4120,40,1,1,1,1,1,1,0
23,2,21,5,2350,12,1,1,1,2,1,1,0
53,1,19,1,4251,40,6,1,1,2,2,1,0
93,2,16,2,4120,40,1,1,1,1,1,1,1
72,2,24,2,4120,40,1,1,9,1,1,1,1
29,1,12,1,9920,40,9,1,3,2,2,1,0
78,2,9,1,4120,40,1,5,1,1,1,2,0
57,2,16,1,4251,40,1,5,1,2,1,2,0
62,2,18,1,5120,40,1,1,1,2,1,1,1
60,2,19,3,5240,40,3,1,1,2,1,1,0
60,2,9,1,8990,40,1,5,8,2,2,2,0
56,1,11,5,4120,40,1,1,3,1,1,1,0
45,1,16,5,4120,40,1,1,1,1,1,1,0
1,2,18,5,4120,40,1,1,1,2,1,1,0
68,2,18,1,910,40,1,1,1,2,1,1,0
51,2,22,1,750,40,1,4,1,2,1,2,1
14,1,11,5,4120,40,1,1,1,2,1,1,0
82,2,8,1,4120,40,1,1,1,1,1,1,0
18,2,19,5,4130,15,1,1,1,2,1,1,0
10,2,6,5,4120,40,1,1,9,2,1,1,0
66,1,16,3,4120,40,1,1,1,1,1,1,0
93,1,19,2,4120,40,1,1,1,1,1,1,0
61,2,20,2,4120,40,1,1,1,1,1,1,1
39,1,18,3,9130,35,1,1,1,2,1,1,0
73,1,24,2,4120,40,1,1,1,2,1,1,0
59,2,19,1,4120,40,1,1,1,2,2,1,0
40,1,20,5,2360,40,1,3,2,2,1,1,0
21,1,16,5,4010,40,1,1,3,2,1,1,0
51,1,21,1,6260,70,7,1,1,2,1,1,0
30,2,12,3,4120,40,1,5,1,1,1,2,0
44,1,20,1,3740,56,3,1,1,1,1,1,1
84,1,21,5,4120,40,1,1,1,1,1,1,0
14,1,10,5,4120,40,1,1,1,2,1,1,0
55,2,16,1,4120,40,1,1,1,2,2,1,0
65,2,21,2,3310,36,1,1,6,2,1,1,1
3,1,2,5,4120,40,1,1,1,2,1,1,0
12,1,8,5,4120,40,1,1,1,2,2,1,0
36,1,21,5,4120,40,1,5,6,2,2,2,0
52,1,21,1,5000,55,1,1,1,2,1,1,1
55,2,18,1,4120,40,1,1,1,2,1,1,0
2,2,18,5,4120,40,1,1,3,2,1,1,0
12,2,9,5,4120,40,1,1,1,2,1,1,0
42,1,18,1,600,40,1,1,1,2,1,1,1
29,2,18,4,9600,40,1,4,8,1,1,2,0
30,1,1,5,4621,40,1,5,8,2,1,2,0
29,1,21,5,5240,35,1,1,1,2,2,1,0
53,1,21,1,440,40,4,4,1,1,1,2,1
39,2,12,5,3930,30,1,1,1,2,1,1,0
9,1,7,5,4120,40,1,1,2,2,1,1,0
46,2,17,1,3645,40,1,1,1,2,1,1,0
15,2,11,5,4120,40,1,1,1,1,1,1,0
53,1,19,1,440,10,7,1,1,2,1,1,0
9,1,6,5,4120,40,1,1,1,2,1,1,0
16,2,14,5,5400,10,5,1,1,2,2,1,0
79,1,22,1,4120,40,1,1,1,2,1,1,0
28,1,12,5,4251,35,1,5,9,2,1,2,0
7,1,4,5,4120,40,1,1,1,2,1,1,0
63,1,18,1,9620,45,1,1,1,2,1,1,0
82,1,21,1,4120,40,1,1,1,2,1,1,0
62,2,18,1,9365,40,1,1,1,2,1,1,0
73,2,19,1,4120,40,1,1,1,2,1,1,0
50,2,21,1,230,40,1,1,1,2,1,1,0
77,2,19,1,4120,40,1,1,1,2,1,1,0
50,2,23,3,3250,60,1,1,1,2,1,1,1
39,2,14,4,4020,25,1,1,1,2,1,1,0
81,2,18,1,4120,40,1,1,1,2,1,1,0
93,2,15,2,4120,40,1,1,1,1,1,1,0
21,2,19,1,3960,40,1,1,1,2,1,1,0
64,2,19,4,5260,40,1,1,1,2,1,1,0
12,2,10,5,4120,40,1,1,1,2,2,1,0
67,1,21,1,1320,40,1,1,1,2,1,1,1
50,1,21,3,1410,48,1,1,1,2,1,1,1
75,2,21,2,4120,40,1,1,1,2,1,1,0
65,2,16,1,4120,40,1,1,1,2,1,1,0
54,2,23,3,3050,40,1,1,1,2,1,1,1
73,1,20,1,6410,40,4,1,8,2,1,1,1
23,2,21,5,3601,40,1,1,2,2,1,1,0
74,1,21,5,800,40,3,1,1,1,1,1,0
35,1,21,3,2310,40,4,1,1,2,1,1,1
64,1,19,5,1310,40,3,1,1,2,1,1,0
61,2,18,1,5740,32,2,1,1,2,1,1,1
8,2,6,5,4120,40,1,1,6,1,1,1,0
80,2,21,1,4120,40,1,1,1,1,1,1,0
24,1,19,5,4700,40,2,1,9,2,1,1,0
9,1,5,5,4120,40,1,1,1,2,1,1,0
36,1,16,1,750,43,2,1,1,2,1,1,0
22,1,16,5,4230,40,1,1,1,2,2,1,0
24,2,19,5,5400,35,1,1,1,2,1,1,0
40,2,21,4,2310,40,3,5,6,2,1,2,0
22,2,20,5,5400,20,1,1,1,2,1,1,0
56,1,21,1,850,60,6,1,1,2,1,1,1
52,1,21,1,8620,40,3,1,1,2,1,1,1
66,1,19,1,4920,50,1,1,1,2,1,1,1
59,2,9,1,4220,40,3,4,1,2,2,2,0
53,1,19,1,7640,60,1,1,1,2,1,1,0
64,1,18,3,52,40,2,1,1,2,1,1,1
6,2,3,5,4120,40,1,1,9,2,1,1,0
17,2,14,5,4120,40,1,1,1,2,1,1,0
26,1,22,5,4760,10,1,1,9,2,1,1,0
58,2,21,1,2330,40,3,1,1,2,1,1,1
81,1,18,1,1551,40,1,1,1,2,1,1,0
7,1,4,5,4120,40,1,1,9,2,1,1,0
83,1,16,1,4200,40,7,4,1,1,1,2,0
55,2,16,3,4510,50,7,3,1,2,1,1,0
44,2,22,3,2310,45,4,1,1,2,1,1,0
81,1,16,1,4120,40,1,1,1,2,1,1,0
72,1,18,1,4120,40,1,1,2,2,1,1,0
19,2,19,5,4435,25,1,1,1,2,1,1,0
23,1,19,5,4120,40,1,5,6,2,1,2,0
88,2,21,1,4120,40,1,1,1,1,1,1,1
19,1,16,5,5240,20,1,1,1,2,1,1,0
32,2,19,1,4120,40,1,1,9,2,1,1,0
55,1,1,3,4120,40,1,1,1,1,1,1,0
81,2,18,1,4120,40,1,1,1,2,1,1,0
13,1,10,5,4120,40,1,1,1,2,1,1,0
9,2,7,5,4120,40,1,1,1,2,1,1,0
26,1,20,5,4110,40,1,1,1,2,1,1,0
11,1,7,5,4120,40,1,1,1,2,1,1,0
63,1,16,3,9130,70,1,4,1,2,1,2,1
48,2,22,1,2310,70,3,1,1,2,1,1,1
69,2,16,3,1031,40,4,1,1,2,1,1,0
53,2,16,1,2025,40,2,4,1,2,1,2,0
39,1,23,3,3255,40,1,1,1,2,2,1,1
11,2,8,5,4120,40,1,1,1,2,1,1,0
1,2,18,5,4120,40,1,1,1,2,2,1,0
68,2,21,1,2300,40,3,1,1,2,1,1,0
46,2,22,1,3603,40,1,1,2,1,1,1,1
44,2,21,5,3255,32,1,1,1,2,1,1,1
72,1,8,5,4120,40,1,1,8,1,1,1,0
73,1,21,3,4120,40,1,1,1,2,1,1,0
53,1,21,1,1065,26,6,1,1,2,2,1,1
43,1,13,3,6230,40,1,5,1,2,1,2,0
4,2,1,5,4120,40,1,1,1,2,1,1,0
52,1,16,1,7750,40,1,4,6,2,1,2,1
24,1,19,1,1220,50,1,3,1,2,1,1,1
15,1,11,5,4120,40,1,1,1,2,1,1,0
12,1,8,5,4120,40,1,1,1,2,1,1,0
35,1,18,5,4700,40,1,1,1,2,1,1,0
41,1,22,1,230,60,2,1,1,2,1,1,1
80,1,18,1,4120,40,1,1,1,2,1,1,1
66,2,17,1,4150,18,1,1,1,1,1,1,0
27,2,21,1,5940,42,2,1,1,2,1,1,0
16,2,13,5,4120,40,1,1,1,2,1,1,0
26,1,21,5,2810,40,1,1,1,2,1,1,0
44,1,16,1,5000,40,4,4,1,1,1,2,0
70,2,21,1,4120,40,1,1,1,2,1,1,0
38,2,16,5,3602,45,1,1,1,2,1,1,0
10,1,6,5,4120,40,1,1,1,2,1,1,0
55,2,21,3,4720,30,1,4,6,2,1,2,1
59,2,18,1,4120,40,1,1,1,2,1,1,0
51,2,17,3,4220,25,1,1,1,1,1,1,0
27,2,16,5,4720,25,1,1,1,2,2,1,0
67,2,22,1,2310,40,3,1,1,2,1,1,0
29,2,22,1,440,25,1,5,1,2,1,2,0
15,2,13,5,4120,40,1,1,1,2,1,1,0
12,1,9,5,4120,40,1,1,1,2,1,1,0
54,1,12,1,6305,40,1,5,1,2,1,2,0
16,1,14,5,6050,3,8,1,8,1,1,1,0
12,1,9,5,4120,40,1,1,8,2,1,1,0
73,1,16,1,4120,40,1,1,1,2,1,1,0
72,2,20,1,4120,40,1,1,1,2,1,1,0
43,2,17,1,4030,40,1,1,1,2,2,1,0
10,2,6,5,4120,40,1,5,1,2,2,2,0
66,1,22,1,3255,12,1,1,1,1,1,1,0
66,1,16,1,4120,40,1,4,1,2,1,2,0
57,2,17,1,4720,16,1,1,1,2,2,1,0
79,2,16,1,4120,40,1,1,1,2,1,1,0
31,1,20,1,5240,45,1,1,1,2,1,1,1
2,1,18,5,4120,40,1,1,1,2,1,1,0
36,2,21,5,3255,25,2,1,6,2,1,1,1
58,2,22,1,230,42,4,1,1,2,1,1,1
63,2,22,5,20,40,1,1,1,2,1,1,0
41,1,1,1,9130,40,6,5,8,2,2,2,0
8,2,5,5,4120,40,1,1,8,2,1,1,0
5,2,1,5,4120,40,1,1,8,2,1,1,0
58,2,22,1,2310,40,5,1,3,2,1,1,0
36,1,21,1,4200,40,7,1,1,2,1,1,1
19,2,16,5,4110,12,1,1,1,2,1,1,0
43,2,17,3,5400,30,1,1,1,1,1,1,0
26,2,21,1,3421,40,1,1,1,2,1,1,0
48,2,18,1,20,40,1,1,1,2,1,1,1
29,1,16,3,4140,24,1,1,1,2,1,1,0
14,1,11,5,4120,40,1,1,1,2,1,1,0
58,2,19,1,9645,36,1,5,1,2,1,2,0
26,2,16,5,5740,40,1,1,1,2,1,1,0
32,2,19,1,3945,40,5,1,8,2,1,1,0
68,1,22,1,420,40,2,1,1,1,1,1,1
6,2,4,5,4120,40,1,1,8,2,1,1,0
3,1,1,5,4120,40,1,1,8,2,1,1,0
7,1,4,5,4120,40,1,1,1,2,1,1,0
31,2,21,5,2640,40,1,4,1,2,1,2,1
35,1,17,3,6260,40,1,1,1,2,1,1,0
49,1,19,5,40,50,1,1,1,2,1,1,1
79,2,19,1,4120,40,1,1,1,1,1,1,0
60,1,20,1,440,40,1,1,1,2,1,1,1
9,1,6,5,4120,40,1,1,1,2,1,1,0
27,2,16,5,5240,40,2,3,1,2,1,1,0
77,2,19,2,4120,40,1,1,1,2,1,1,0
5,2,2,5,4120,40,1,1,1,2,1,1,0
50,1,20,1,9130,50,1,1,1,2,1,1,0
42,1,15,3,4700,40,1,1,1,2,1,1,0
66,2,20,1,5400,44,2,5,1,2,1,2,0
18,2,19,5,5740,20,4,4,1,2,1,2,0
2,2,18,5,4120,40,1,1,9,2,2,1,0
67,2,19,1,5710,35,1,1,1,1,1,1,1
14,2,13,5,4120,40,1,5,2,2,1,2,0
22,1,20,1,7700,40,1,1,8,2,1,1,0
59,2,19,1,4120,40,1,1,1,2,1,1,0
51,1,16,1,5240,40,1,1,8,2,1,1,0
24,1,19,5,4820,40,1,1,8,2,1,1,0
12,2,10,5,4120,40,1,1,2,2,1,1,0
5,1,2,5,4120,40,1,1,1,1,1,1,0
30,1,21,1,4530,24,1,1,1,2,1,1,0
80,2,16,1,4120,40,1,1,1,2,1,1,0
81,1,18,1,4220,40,1,1,1,2,1,1,0
