AGEP,SEX,SCHL,MAR,OCCP,WKHP,COW,CIT,RAC1P,DIS,HICOV,NATIVITY,income_label
26,2,16,1,440,40,3,1,4,2,1,1,0
71,2,19,2,4120,40,1,1,4,1,1,1,0
4,1,2,5,4120,40,1,1,4,2,1,1,0
60,2,24,1,8950,40,1,1,8,2,1,1,0
79,1,22,1,2710,30,6,1,1,1,1,1,1
8,2,5,5,4120,40,1,1,4,2,1,1,0
41,1,17,1,7240,10,1,1,1,2,1,1,0
75,1,20,1,1551,40,4,1,1,1,1,1,1
65,1,21,1,4840,40,1,1,1,2,1,1,1
37,2,19,1,3630,32,1,1,1,2,1,1,0
48,1,22,1,2310,40,3,1,1,2,1,1,1
29,1,21,1,7315,40,1,1,1,2,1,1,1
81,1,19,2,4120,40,1,1,9,1,1,1,0
28,1,19,5,4540,35,1,1,9,2,2,1,0
64,2,19,1,5740,40,1,1,1,1,1,1,0
64,2,16,2,4700,40,1,5,9,2,2,2,0
21,1,16,1,440,40,1,1,1,2,1,1,1
31,1,16,1,3870,40,5,1,1,2,1,1,1
31,2,19,1,440,37,3,1,4,2,1,1,1
8,1,5,5,4120,40,1,1,4,2,1,1,0
5,1,2,5,4120,40,1,1,1,2,1,1,0
21,1,14,5,4020,40,1,1,4,2,2,1,0
50,1,16,2,4220,40,1,1,4,2,2,1,1
22,1,16,5,4040,40,1,1,4,2,2,1,0
9,1,6,5,4120,40,1,1,1,2,1,1,0
27,1,16,5,6950,84,1,1,9,2,2,1,1
3,1,1,5,4120,40,1,1,1,2,1,1,0
34,2,18,1,5940,40,1,1,1,2,1,1,1
37,1,21,1,3870,40,3,1,2,2,1,1,1
50,2,19,3,4920,30,1,1,1,2,1,1,1
32,1,16,5,2545,35,4,1,4,2,1,1,0
43,2,21,5,5140,5,3,1,1,2,1,1,1
65,2,16,3,9300,40,1,1,4,2,1,1,0
54,1,16,5,4020,20,1,1,4,2,2,1,0
48,1,16,1,6260,60,2,1,1,2,2,1,0
16,2,13,5,9620,30,3,1,4,2,1,1,0
69,2,16,1,4120,40,1,1,1,1,1,1,0
41,2,21,1,4600,40,4,1,4,2,1,1,0
13,1,11,5,4120,40,1,1,4,2,1,1,0
55,1,21,1,440,40,5,1,1,1,1,1,1
43,1,19,1,3820,48,4,1,4,2,1,1,1
23,1,21,5,9005,80,1,1,1,2,1,1,1
65,1,19,1,4120,40,1,1,1,2,1,1,0
3,2,1,5,4120,40,1,1,6,2,1,1,0
23,2,16,5,4720,40,1,1,4,2,1,1,0
5,2,2,5,4120,40,1,1,4,2,1,1,0
18,2,17,5,2440,40,3,1,4,2,2,1,0
52,2,16,1,4600,99,6,1,1,2,1,1,0
8,1,6,5,4120,40,1,1,6,1,1,1,0
38,1,19,5,6115,60,6,1,4,2,2,1,1
53,1,22,3,3160,40,1,1,1,2,1,1,1
6,1,3,5,4120,40,1,1,1,2,1,1,0
4,2,2,5,4120,40,1,1,1,2,1,1,0
29,1,16,5,4120,40,1,1,4,2,1,1,0
19,1,16,5,4220,20,1,1,4,2,1,1,0
5,1,1,5,4120,40,1,1,4,2,1,1,0
34,1,21,1,9005,65,1,1,1,2,1,1,1
26,2,16,1,2545,40,4,1,4,2,1,1,0
56,1,19,3,6260,60,6,1,9,2,1,1,0
9,2,7,5,4120,40,1,1,4,2,1,1,0
59,1,19,1,10,12,4,1,4,1,1,1,0
23,1,16,5,6355,40,1,1,4,2,1,1,1
57,2,19,1,4655,16,1,1,9,2,1,1,0
30,2,20,3,3255,36,2,1,4,2,2,1,1
73,2,21,1,2013,40,1,1,4,1,1,1,1
27,2,19,5,4720,64,1,1,4,2,2,1,0
8,2,4,5,4120,40,1,1,1,2,1,1,0
53,1,21,1,540,60,1,1,1,2,1,1,1
66,2,19,1,5740,40,6,5,1,2,1,2,0
69,2,19,1,5120,12,6,1,1,2,1,1,0
7,1,4,5,4120,40,1,1,4,2,1,1,0
81,1,20,1,4120,40,1,1,1,2,1,1,1
63,1,19,3,4810,46,7,1,1,1,1,1,1
47,1,19,1,9620,15,1,1,1,2,1,1,0
23,2,15,4,4120,40,1,1,4,2,1,1,0
42,1,21,1,1360,45,1,1,1,2,1,1,1
27,1,19,5,5740,40,1,4,6,2,1,2,1
57,1,21,1,4200,40,3,1,1,2,1,1,0
69,1,16,1,4120,40,1,1,7,1,1,1,0
65,1,16,2,4120,40,1,1,4,1,1,1,0
31,1,20,1,9800,70,5,1,1,2,1,1,1
46,2,19,3,5120,40,2,1,1,2,1,1,1
63,2,16,5,4120,40,1,1,1,2,1,1,0
64,2,19,1,9121,40,1,1,1,2,1,1,0
82,1,11,2,4120,40,1,1,4,1,1,1,0
32,2,14,5,2545,40,4,1,4,2,1,1,0
11,1,8,5,4120,40,1,1,1,2,1,1,0
23,2,16,5,5740,40,1,1,1,2,1,1,0
41,2,19,1,4810,30,1,1,1,2,1,1,0
51,1,19,1,6230,40,1,1,4,2,1,1,0
44,1,13,1,2545,35,3,1,4,1,1,1,1
12,2,10,5,4120,40,1,1,4,2,1,1,0
47,1,18,1,20,80,3,1,4,2,1,1,1
65,1,21,1,8620,70,7,1,1,2,1,1,0
22,2,21,5,2545,4,3,1,9,2,1,1,0
36,2,19,1,3603,36,2,1,1,2,1,1,0
10,2,6,5,4120,40,1,1,7,2,1,1,0
29,1,21,5,1360,38,4,1,1,2,1,1,1
43,2,16,1,4120,40,1,1,4,2,1,1,0
60,1,16,1,8620,20,3,1,4,2,2,1,0
32,2,20,1,4120,40,1,5,6,2,1,2,0
8,1,5,5,4120,40,1,1,9,2,1,1,0
36,1,19,1,9600,40,1,1,1,2,1,1,0
4,1,2,5,4120,40,1,1,4,2,1,1,0
3,2,1,5,4120,40,1,1,1,2,1,1,0
42,2,16,5,4120,40,1,1,2,2,1,1,0
9,1,6,5,4120,40,1,1,5,2,1,1,0
38,2,21,1,2545,26,3,1,1,2,1,1,1
44,1,18,1,6730,60,6,1,1,2,1,1,1
14,2,12,5,4120,40,1,1,9,2,1,1,0
12,2,9,5,4120,40,1,1,9,2,1,1,0
4,1,1,5,4120,40,1,1,1,2,1,1,0
74,1,17,5,4120,40,1,1,4,2,1,1,0
64,2,22,1,2310,60,3,1,1,1,1,1,0
23,2,16,5,4220,40,3,1,4,2,1,1,0
20,2,19,5,3640,40,2,1,9,1,1,1,0
32,1,16,5,1935,40,1,1,4,2,1,1,0
24,2,19,1,5610,20,1,1,1,2,1,1,0
53,1,21,3,4120,40,1,2,1,1,1,1,1
14,2,10,5,4120,40,1,1,1,1,1,1,0
2,2,18,5,4120,40,1,1,1,2,1,1,0
15,1,12,5,4120,40,1,1,9,2,1,1,0
12,2,9,5,4120,40,1,1,9,2,2,1,0
68,2,16,1,4120,40,1,1,1,1,1,1,0
7,1,4,5,4120,40,1,1,1,2,1,1,0
49,1,19,1,9430,40,1,1,1,2,1,1,1
3,1,1,5,4120,40,1,1,9,2,1,1,0
29,2,18,1,5110,24,1,1,1,2,1,1,1
27,2,16,1,4120,40,1,1,4,2,1,1,0
7,1,4,5,4120,40,1,1,1,2,1,1,0
12,2,9,5,4120,40,1,1,4,2,1,1,0
16,1,13,5,8800,45,1,1,9,2,1,1,0
50,1,17,1,220,50,1,1,2,2,1,1,0
51,2,21,3,800,40,3,1,1,2,1,1,1
49,2,21,1,2310,40,4,1,4,2,1,1,1
16,2,13,5,2723,40,2,1,1,2,1,1,0
59,1,21,5,1310,40,5,1,1,2,1,1,1
33,2,21,3,5740,40,1,1,1,2,1,1,1
16,2,14,5,4120,40,1,1,4,2,1,1,0
14,1,11,5,4120,40,1,1,4,2,1,1,0
32,1,16,1,4760,42,1,1,1,1,1,1,0
16,1,13,5,4120,40,1,1,1,2,1,1,0
39,1,16,1,4760,45,1,1,1,2,1,1,1
22,1,16,5,9830,40,5,1,1,2,1,1,1
9,2,6,5,4120,40,1,1,1,2,1,1,0
20,1,16,5,3870,20,3,1,4,2,1,1,0
26,2,21,5,4120,40,1,1,1,2,1,1,0
74,1,19,1,440,80,6,1,1,2,1,1,1
7,1,4,5,4120,40,1,1,1,1,1,1,0
6,2,2,5,4120,40,1,1,1,2,1,1,0
42,1,16,1,4200,45,6,1,1,2,2,1,1
15,1,12,5,4120,40,1,1,4,2,1,1,0
51,1,20,1,7220,90,1,1,1,2,1,1,1
51,2,18,5,4720,20,1,1,1,1,1,1,1
2,1,18,5,4120,40,1,1,4,2,1,1,0
74,2,16,1,4120,40,1,1,1,1,1,1,0
64,2,19,1,4120,40,1,1,1,2,1,1,0
38,2,16,1,4020,38,1,5,6,2,1,2,0
26,1,19,1,440,40,5,1,4,2,1,1,0
39,2,22,1,4840,90,1,2,8,2,1,1,1
13,1,10,5,4120,40,1,1,4,2,1,1,0
24,1,21,5,9810,55,5,1,1,2,1,1,1
76,1,19,3,4120,40,1,1,1,2,1,1,1
74,1,21,2,4120,40,1,1,1,1,1,1,0
19,1,16,5,310,40,1,1,1,2,1,1,0
30,2,16,1,2545,33,4,1,4,2,1,1,0
80,2,19,1,4120,40,1,1,1,1,1,1,0
8,2,5,5,4120,40,1,1,1,2,2,1,0
31,1,16,1,6355,9,5,1,9,2,1,1,0
33,1,16,5,6260,40,1,1,1,2,1,1,1
60,1,19,5,4020,36,1,1,1,2,1,1,0
18,1,14,5,4055,20,1,1,9,2,1,1,0
3,1,1,5,4120,40,1,1,4,2,1,1,0
40,2,17,4,3245,40,2,1,9,2,2,1,1
29,2,20,1,4120,40,1,5,1,2,1,2,0
54,2,14,5,4220,5,3,1,4,2,1,1,0
38,2,16,5,5860,30,2,1,4,2,1,1,0
31,1,19,1,3870,50,4,1,1,2,1,1,1
63,1,21,1,5810,40,2,1,1,2,1,1,1
83,1,19,2,4120,40,1,1,1,1,1,1,0
54,2,22,1,2310,36,3,1,1,2,1,1,1
20,1,17,5,4760,30,1,1,2,2,1,1,0
25,1,16,5,9130,40,1,1,1,2,1,1,0
22,2,16,5,9620,40,1,1,4,2,1,1,0
55,1,16,1,6950,84,1,1,4,2,2,1,1
79,1,20,1,4120,40,1,1,9,2,1,1,0
44,2,20,1,1860,2,3,3,1,2,1,1,0
38,1,21,1,1360,45,1,1,1,1,1,1,1
64,1,19,5,4220,3,2,1,4,1,1,1,0
8,2,5,5,4120,40,1,1,4,2,1,1,0
47,2,16,1,2330,38,4,1,4,2,1,1,0
1,1,18,5,4120,40,1,1,4,2,1,1,0
9,2,6,5,4120,40,1,1,4,2,1,1,0
69,1,19,1,2830,55,7,1,1,2,1,1,1
54,2,16,5,5740,38,5,1,9,2,1,1,1
36,1,19,5,9130,36,1,1,1,2,1,1,1
70,1,8,5,4120,40,1,1,4,1,1,1,0
58,2,16,5,4120,40,1,1,4,2,1,1,0
54,1,18,1,2805,40,1,1,1,2,1,1,1
7,1,4,5,4120,40,1,1,1,2,1,1,0
63,2,18,2,4120,40,1,1,1,2,1,1,1
20,2,16,5,4720,40,5,1,4,2,1,1,0
66,2,22,1,2545,30,4,1,9,2,1,1,0
70,1,22,1,2600,30,6,1,1,2,1,1,1
31,1,22,1,3401,40,2,1,1,2,1,1,1
30,1,16,5,5600,40,1,1,9,2,2,1,0
28,2,16,5,3640,40,2,1,4,2,1,1,0
56,1,19,1,4251,40,1,1,4,2,1,1,0
66,2,19,3,4760,35,1,1,1,2,1,1,0
36,2,17,5,4720,36,1,1,1,1,1,1,0
55,1,19,1,8740,40,5,1,1,2,1,1,1
82,1,21,1,4120,40,1,1,1,2,1,1,1
80,2,16,3,4120,40,1,1,1,1,1,1,0
55,1,19,1,9430,8,1,1,1,1,2,1,0
34,1,20,1,705,40,2,1,1,2,1,1,1
40,2,16,1,9142,5,6,4,9,2,1,2,0
84,2,22,2,4120,40,1,1,1,2,1,1,1
31,1,16,3,9645,25,1,1,4,2,1,1,0
21,2,16,5,9645,40,1,1,4,2,1,1,0
31,2,16,5,9620,40,1,1,4,2,1,1,0
1,2,18,5,4120,40,1,1,4,2,1,1,0
18,2,16,5,4055,40,1,1,8,2,1,1,0
44,1,22,1,9830,36,5,1,1,2,1,1,1
6,1,2,5,4120,40,1,1,9,2,1,1,0
41,2,15,1,4120,40,1,1,1,2,1,1,0
10,1,7,5,4120,40,1,1,9,2,1,1,0
2,1,18,5,4120,40,1,1,9,2,1,1,0
24,2,19,5,4720,25,1,1,1,1,1,1,0
20,2,19,5,4600,40,2,1,9,2,1,1,0
38,2,20,1,3322,44,2,1,1,2,1,1,1
4,1,1,5,4120,40,1,1,4,2,1,1,0
49,2,21,1,3630,20,6,4,8,2,1,2,0
15,2,12,5,4120,40,1,1,4,2,1,1,0
68,2,16,1,4120,40,1,1,1,2,1,1,0
89,2,16,3,4120,40,1,1,1,1,1,1,0
24,1,16,1,9825,50,5,1,1,1,1,1,0
22,2,16,1,5240,40,1,1,1,1,1,1,0
73,1,20,1,9310,40,6,1,1,2,1,1,0
14,2,11,5,4120,40,1,1,2,2,1,1,0
78,2,19,2,4120,40,1,1,9,2,1,1,0
54,1,20,1,5000,70,5,1,1,2,1,1,1
72,2,20,3,9620,8,1,1,1,1,1,1,0
38,2,20,3,3255,60,1,1,1,2,1,1,1
18,2,16,5,3603,40,1,1,1,2,1,1,0
44,1,18,1,310,80,6,1,4,2,1,1,1
6,1,4,5,4120,40,1,1,4,2,1,1,0
21,1,16,5,7140,48,5,1,1,2,1,1,0
4,1,3,5,4120,40,1,1,4,2,1,1,0
59,2,16,3,4120,40,1,1,4,1,1,1,0
15,2,13,5,4120,40,1,1,1,2,1,1,0
28,1,15,5,9620,40,1,1,4,2,1,1,0
70,2,24,1,3655,12,4,1,1,2,1,1,1
28,2,21,5,5860,30,5,1,9,2,1,1,0
28,1,16,5,4500,70,6,2,1,2,1,1,1
23,2,17,1,4700,30,1,1,1,2,1,1,0
36,2,19,1,5740,20,2,1,9,2,1,1,0
71,1,24,1,2100,50,7,3,1,2,1,1,1
20,2,18,5,5300,40,1,1,2,2,1,1,0
30,1,16,1,9310,40,1,1,1,2,1,1,0
30,1,11,5,4120,40,1,1,4,2,1,1,0
62,2,16,1,5740,40,8,1,1,2,1,1,0
35,1,21,5,440,40,3,1,4,1,2,1,1
17,1,14,5,9920,40,9,1,1,2,1,1,0
72,1,19,1,6200,40,2,1,4,1,1,1,0
56,1,17,2,9265,80,4,1,9,2,1,1,1
14,1,11,5,4120,40,1,1,1,2,1,1,0
11,2,8,5,4120,40,1,1,1,2,1,1,0
11,1,7,5,4120,40,1,1,1,2,1,1,0
78,1,16,1,4120,40,1,1,4,2,1,1,0
31,1,1,5,3640,40,1,1,8,2,1,1,0
31,2,16,5,3603,30,5,1,4,2,1,1,0
38,1,22,1,1610,40,4,4,6,2,1,2,1
2,2,18,5,4120,40,1,1,1,2,1,1,0
8,1,5,5,4120,40,1,1,1,2,1,1,0
20,2,20,5,9570,55,1,1,1,2,1,1,1
79,2,21,1,4120,40,1,1,2,2,1,1,1
31,2,21,1,1031,40,1,1,1,2,1,1,0
68,2,21,1,4120,40,1,1,1,1,1,1,0
41,1,21,1,20,40,4,1,1,2,1,1,1
2,2,18,5,4120,40,1,1,1,2,1,1,0
60,1,11,1,4720,40,1,1,1,2,1,1,0
68,2,18,1,3423,40,2,1,1,2,1,1,0
51,2,19,3,3602,19,2,1,9,2,1,1,0
58,2,21,1,2300,24,6,1,1,2,1,1,0
11,2,7,5,4120,40,1,1,4,2,1,1,0
1,2,18,5,4120,40,1,1,4,2,1,1,0
34,1,19,1,6260,52,2,1,4,2,1,1,0
74,2,19,1,4120,40,1,1,4,2,1,1,0
25,1,16,5,6330,60,7,1,1,2,1,1,0
2,1,18,5,4120,40,1,1,1,2,1,1,0
34,1,18,3,6115,99,6,1,1,2,2,1,1
57,2,21,1,2320,50,3,1,1,2,1,1,1
41,1,22,1,1610,42,4,1,1,2,1,1,1
62,2,17,1,2016,30,2,1,4,2,1,1,1
63,1,21,1,3258,40,1,1,1,2,1,1,1
14,1,11,5,4120,40,1,1,9,2,1,1,0
70,2,13,1,4600,35,6,1,4,1,1,1,0
63,2,21,2,2435,40,3,1,1,2,1,1,1
65,2,20,1,4120,40,1,1,1,1,1,1,0
67,2,21,3,120,40,3,1,1,2,1,1,1
19,2,16,5,4120,40,1,1,1,2,2,1,0
15,2,11,5,4120,40,1,1,1,2,1,1,0
53,2,19,1,5240,30,1,1,1,1,2,1,0
19,1,16,5,4120,40,1,1,4,2,1,1,0
6,1,2,5,4120,40,1,1,1,2,1,1,0
9,1,6,5,4120,40,1,1,1,1,1,1,0
66,1,16,1,4120,40,1,1,4,1,1,1,1
53,1,16,1,6040,40,1,1,1,2,1,1,0
54,2,21,1,2435,24,3,1,2,2,1,1,0
36,1,11,3,6260,30,1,1,4,2,1,1,0
67,1,20,1,440,30,2,1,1,2,1,1,0
69,1,21,1,2205,40,4,1,1,2,1,1,0
70,1,21,1,4120,40,1,1,1,2,1,1,1
65,2,21,1,4120,40,1,1,1,2,1,1,0
47,1,16,1,4120,40,1,1,1,1,1,1,0
44,2,18,5,440,40,3,1,4,2,2,1,1
14,1,11,5,4120,40,1,1,1,2,1,1,0
27,2,16,5,9645,20,1,1,4,2,2,1,0
36,2,18,1,4010,28,1,1,1,2,2,1,0
11,2,8,5,4120,40,1,1,4,2,1,1,0
45,2,19,1,5550,30,5,1,1,2,1,1,0
70,1,21,1,10,40,1,1,1,2,1,1,1
15,2,12,5,4120,40,1,1,4,2,1,1,0
24,1,21,5,440,40,5,1,1,2,1,1,1
75,2,19,5,4120,40,1,1,1,1,1,1,0
34,1,16,5,410,40,1,1,1,2,2,1,1
4,1,1,5,4120,40,1,1,1,2,1,1,0
65,2,18,3,4120,40,1,4,6,2,1,2,1
25,2,19,1,5000,40,1,1,1,2,1,1,1
61,1,22,1,960,40,5,3,1,2,1,1,1
58,1,16,5,4020,40,1,1,4,2,2,1,0
43,2,15,1,2632,40,6,1,1,2,2,1,0
77,2,22,3,4120,40,1,1,1,1,1,1,0
28,1,16,5,440,36,1,1,1,2,2,1,0
50,1,16,5,6260,84,1,1,4,2,2,1,1
59,2,16,2,2545,32,4,1,4,2,1,1,0
21,2,16,1,5860,40,2,1,4,2,1,1,0
64,2,22,1,2320,8,3,1,1,2,1,1,0
32,2,16,5,1108,40,3,1,9,1,1,1,0
59,1,20,1,120,40,3,1,1,2,1,1,1
36,1,19,1,440,40,1,1,1,2,1,1,1
14,1,11,5,4120,40,1,1,1,2,1,1,0
5,2,1,5,4120,40,1,1,1,2,1,1,0
58,2,17,4,4120,40,1,1,1,1,1,1,0
15,1,12,5,4120,40,1,1,4,2,1,1,0
14,1,12,5,4120,40,1,1,4,2,1,1,0
5,1,2,5,4120,40,1,1,4,2,1,1,0
14,1,11,5,4120,40,1,1,1,2,1,1,0
33,2,14,1,5120,38,2,1,4,2,1,1,1
34,2,18,5,2545,30,4,1,4,2,1,1,0
7,1,5,5,4120,40,1,1,4,2,1,1,0
65,1,16,1,4120,40,1,1,1,2,1,1,1
72,1,21,2,5540,40,5,1,2,2,1,1,0
21,1,16,5,5220,30,5,1,9,2,2,1,0
66,2,16,1,4120,40,1,1,4,2,1,1,0
72,2,16,3,440,15,6,1,9,2,1,1,0
32,1,16,5,140,45,1,1,1,2,2,1,1
32,1,20,5,9130,40,1,1,1,1,1,1,0
74,1,20,5,3602,40,6,1,1,2,2,1,0
9,1,6,5,4120,40,1,1,1,2,1,1,0
13,2,11,5,4120,40,1,1,1,2,1,1,0
37,1,20,3,3870,40,3,1,1,2,1,1,1
45,2,19,5,710,40,1,1,9,2,1,1,1
48,1,16,1,6230,40,2,1,4,2,1,1,0
4,1,1,5,4120,40,1,1,4,2,1,1,0
3,2,1,5,4120,40,1,1,4,2,1,1,0
22,1,20,1,3645,20,2,1,9,2,1,1,0
60,1,23,1,2100,40,4,1,1,2,1,1,1
65,1,13,2,4120,40,1,1,4,1,1,1,0
85,2,14,1,4120,40,1,1,1,1,1,1,0
37,1,16,5,6260,50,6,1,4,2,2,1,0
9,2,6,5,4120,40,1,1,1,2,1,1,0
69,1,19,3,4720,80,1,1,1,2,1,1,0
42,2,20,1,2310,40,3,1,1,2,1,1,0
15,2,12,5,4120,40,1,1,1,2,1,1,0
40,2,22,1,2205,6,4,1,1,2,1,1,0
32,2,22,5,2320,35,3,1,1,2,1,1,1
48,2,17,1,4055,99,5,1,6,1,1,1,0
20,2,16,5,4030,80,1,1,4,2,1,1,0
69,1,16,1,4540,40,6,1,1,2,1,1,0
40,2,17,1,4120,40,1,1,4,2,1,1,0
13,1,10,5,4120,40,1,1,4,2,1,1,0
35,2,21,1,5860,60,4,1,9,2,1,1,1
4,1,2,5,4120,40,1,1,4,2,1,1,0
19,2,16,5,5240,40,1,1,4,2,1,1,0
34,2,22,3,20,20,1,1,9,1,1,1,0
49,1,17,5,5240,35,1,1,4,2,1,1,0
2,1,18,5,4120,40,1,1,9,2,1,1,0
20,1,17,5,1360,40,1,1,9,1,2,1,1
39,1,22,1,9825,46,5,1,1,2,1,1,1
9,1,6,5,4120,40,1,1,1,2,1,1,0
30,2,21,1,3255,36,1,1,1,2,1,1,1
40,2,16,1,5220,30,3,1,4,2,1,1,0
44,1,16,1,6442,84,2,1,4,2,1,1,1
1,1,18,5,4120,40,1,1,1,2,1,1,0
48,2,21,1,2850,25,6,1,1,2,1,1,0
24,1,18,5,6355,40,1,1,1,2,1,1,0
60,1,16,5,4110,40,1,1,9,2,2,1,1
12,2,10,5,4120,40,1,1,1,2,1,1,0
57,2,21,1,440,45,4,1,1,2,1,1,1
62,2,19,1,4120,40,1,1,4,1,1,1,0
8,2,4,5,4120,40,1,1,1,2,1,1,0
50,1,22,1,120,50,2,3,9,2,1,1,1
59,1,16,5,4120,40,1,1,4,1,1,1,0
60,1,23,5,3090,60,7,1,8,2,1,1,1
75,1,22,1,4120,40,1,1,1,2,1,1,0
25,1,21,5,705,40,1,1,1,2,1,1,0
50,1,16,1,340,99,7,3,1,1,1,1,0
47,2,16,1,440,20,3,1,9,2,1,1,0
51,1,16,1,9365,45,1,1,9,2,2,1,0
12,2,8,5,4120,40,1,1,4,2,2,1,0
55,1,19,3,6230,63,6,1,1,2,2,1,1
15,2,12,5,4120,40,1,1,9,2,1,1,0
29,1,21,5,9030,60,5,1,1,2,1,1,1
49,1,16,1,9130,40,1,1,1,1,1,1,1
17,1,14,5,4120,40,1,1,4,2,1,1,0
29,2,22,1,3230,45,3,1,1,2,1,1,1
59,1,19,4,4220,25,6,5,8,1,1,2,0
32,1,20,5,110,40,2,4,1,2,1,2,0
35,2,16,5,4230,40,2,1,4,2,2,1,0
11,2,7,5,4120,40,1,1,4,2,1,1,0
7,2,1,5,4120,40,1,1,4,2,1,1,0
36,2,19,5,4600,10,6,1,9,2,1,1,0
9,2,6,5,4120,40,1,1,9,2,1,1,0
23,1,15,5,6260,40,3,1,4,2,1,1,0
36,1,16,1,4020,60,6,5,3,2,2,2,0
15,2,12,5,4120,40,1,1,4,2,1,1,0
10,2,7,5,4120,40,1,1,4,2,1,1,0
31,2,21,1,3255,16,1,1,1,2,1,1,0
67,1,19,1,205,17,6,1,1,1,1,1,0
38,2,17,1,440,20,2,1,1,2,1,1,0
65,2,18,1,136,40,1,1,2,2,1,1,1
21,1,16,5,6115,70,8,1,1,2,1,1,0
32,1,21,3,7000,40,1,5,1,1,1,2,1
5,1,2,5,4120,40,1,1,9,2,1,1,0
25,2,20,5,4522,40,6,1,1,2,1,1,0
29,1,16,5,9620,40,1,1,4,2,1,1,0
20,2,16,5,4220,30,3,1,4,2,1,1,0
37,2,21,1,20,40,3,1,9,2,1,1,1
1,2,18,5,4120,40,1,1,9,2,1,1,0
21,1,17,5,9645,30,1,1,1,2,2,1,0
48,2,12,1,4110,40,1,1,4,2,2,1,0
76,1,16,1,4120,40,1,4,6,2,1,2,0
27,2,21,5,3255,36,1,1,1,2,1,1,1
36,1,16,3,6825,70,1,1,1,2,1,1,0
13,1,10,5,4120,40,1,1,9,2,1,1,0
40,1,21,5,2710,50,6,1,1,2,2,1,1
64,1,21,1,440,40,1,1,1,2,1,1,1
5,1,2,5,4120,40,1,1,1,2,1,1,0
61,2,19,1,4120,40,1,1,1,2,1,1,0
73,1,22,5,4120,40,1,1,1,1,1,1,1
63,1,17,5,8620,28,3,1,4,2,1,1,0
5,2,2,5,4120,40,1,1,9,2,1,1,0
4,1,2,5,4120,40,1,1,9,2,1,1,0
58,1,16,1,4750,40,1,1,1,1,1,1,1
76,1,19,1,4120,40,1,1,1,1,1,1,1
14,2,11,5,4120,40,1,1,1,2,1,1,0
35,1,16,1,4700,65,1,1,1,2,1,1,1
23,2,16,1,4120,40,1,1,1,2,2,1,0
65,2,17,3,9300,40,1,1,1,2,1,1,0
61,2,15,1,4720,20,1,1,4,2,1,1,0
32,2,18,1,3602,40,7,4,9,2,1,2,0
56,2,21,3,700,40,5,1,2,2,1,1,1
71,1,17,1,4120,40,1,1,1,2,1,1,0
61,2,19,3,5120,17,7,1,9,2,2,1,0
50,2,22,3,2300,40,3,1,1,2,1,1,1
71,1,18,1,4120,40,1,1,9,2,1,1,0
34,1,15,5,8990,25,1,1,9,2,1,1,0
1,2,18,5,4120,40,1,1,9,2,1,1,0
60,1,16,3,440,40,1,1,1,2,2,1,1
25,2,16,5,3602,40,1,1,4,2,2,1,0
61,1,21,3,2320,95,3,1,1,2,1,1,1
8,1,5,5,4120,40,1,1,4,2,1,1,0
39,2,19,1,4120,40,1,1,1,2,1,1,0
44,2,21,2,3255,24,1,1,1,2,1,1,0
72,1,16,1,4120,40,1,1,4,2,1,1,0
54,2,20,1,3322,40,1,1,1,2,1,1,0
23,1,19,5,4251,40,1,1,1,2,1,1,0
41,1,16,3,4760,50,1,1,1,2,2,1,0
44,2,19,1,1970,38,4,1,1,2,1,1,0
55,1,23,3,2040,45,2,2,1,2,1,1,1
79,2,21,2,4120,40,1,1,1,2,1,1,1
14,1,10,5,4120,40,1,1,1,2,1,1,0
43,1,21,1,440,40,2,1,1,2,1,1,1
38,2,24,1,1825,40,5,1,1,2,1,1,1
40,1,17,1,6200,40,6,1,1,1,1,1,0
15,1,12,5,4120,40,1,1,1,2,1,1,0
11,1,8,5,4120,40,1,1,1,2,1,1,0
71,2,16,3,4120,40,1,1,4,2,1,1,0
22,2,19,5,5630,70,1,1,4,2,2,1,0
9,1,6,5,4120,40,1,1,4,2,1,1,0
35,2,12,1,440,5,5,1,4,2,1,1,0
14,2,11,5,4120,40,1,1,4,2,1,1,0
35,1,21,5,9620,40,1,1,6,2,1,1,0
40,2,16,5,2545,33,4,1,4,2,1,1,0
73,2,21,1,4120,40,1,1,1,2,1,1,1
70,1,16,1,4120,40,1,4,9,1,1,2,0
58,1,18,3,4010,35,1,1,1,2,2,1,0
50,2,16,1,5120,40,1,1,9,1,1,1,1
58,1,16,1,4220,40,4,1,4,1,2,1,0
14,2,11,5,4120,40,1,1,1,2,1,1,0
12,1,9,5,4120,40,1,1,1,2,1,1,0
9,2,7,5,4120,40,1,1,4,2,2,1,0
32,2,16,1,4120,40,1,1,1,2,1,1,0
11,2,9,5,4120,40,1,1,1,2,1,1,0
70,1,16,1,440,40,5,1,4,1,1,1,0
25,1,20,5,7315,50,6,1,1,2,1,1,1
80,2,16,1,4120,40,1,1,4,1,1,1,0
71,2,18,1,4600,20,5,1,4,1,1,1,1
26,1,16,5,4220,37,4,1,4,2,1,1,0
13,1,10,5,4120,40,1,1,1,2,1,1,0
73,2,16,4,4120,40,1,1,4,2,1,1,0
31,2,22,5,2320,55,4,1,1,2,1,1,1
21,1,19,5,4760,40,1,1,1,2,1,1,0
16,2,14,5,4120,40,1,1,4,2,1,1,0
45,2,13,5,4435,20,2,1,4,2,1,1,0
32,2,21,1,710,40,4,1,1,2,1,1,1
66,1,17,2,4120,40,1,1,1,1,1,1,1
